102.528	752.623
105.558	687.775
108.585	657.05
111.611	687.462
114.636	590.705
117.66	637.014
120.681	568.165
123.702	365.609
126.721	343.089
129.737	283.237
132.753	309.886
135.768	290.721
138.781	188.029
141.792	86.4766
144.802	82.124
147.811	56.8857
150.818	55.7339
153.824	58.2073
156.828	139.552
159.831	109.974
162.832	138.09
165.832	28.4541
168.83	25.1934
171.827	0
174.822	28.7561
177.816	32.2395
180.809	34.8569
183.8	25.3628
186.79	25.9954
189.778	81.0352
192.764	49.0461
195.75	71.417
198.734	85.6282
201.716	55.6863
204.697	32.4519
207.676	71.5906
210.654	68.1653
213.631	76.5901
216.606	82.7188
219.579	106.615
222.552	135.22
225.523	148.603
228.492	180.16
231.46	166.733
234.427	175.347
237.391	176.654
240.355	188.896
243.317	164.402
246.278	142.955
249.237	68.1587
252.195	70.073
255.151	46.3794
258.107	19.0386
261.06	44.1724
264.012	28.5
266.963	78.8643
269.913	41.6699
272.86	87.4409
275.806	81.5149
278.752	194.952
281.695	218.428
284.637	226.64
287.579	279.689
290.518	348.678
293.456	380.295
296.392	457.148
299.327	439.319
302.261	443.105
305.193	422.678
308.124	285.333
311.053	203.941
313.981	145.943
316.908	115.324
319.833	89.3948
322.756	70.6415
325.679	84.4579
328.6	112.243
331.52	131.813
334.438	180.186
337.355	192.875
340.269	257.608
343.184	295.101
346.096	393.761
349.007	512.335
351.917	565.358
354.826	747.593
357.732	892.427
360.637	990.258
363.541	1056.14
366.445	1092.01
369.346	1037.51
372.245	959.238
375.144	836.042
378.041	756.957
380.937	610.699
383.831	547.548
386.724	492.922
389.615	449.068
392.506	391.743
395.395	339.387
398.281	290.167
401.167	234.917
404.052	153.998
406.936	133.267
409.817	70.0725
412.698	62.7273
415.576	44.8833
418.455	17.6125
421.33	41.8237
424.206	19.0386
427.079	33.8792
429.951	19.0386
432.822	19.0386
435.691	19.0386
438.559	57.0627
441.426	56.4009
444.291	56.4562
447.155	60.5798
450.017	68.183
452.878	117.733
455.738	195.282
458.597	219.822
461.454	257.811
464.31	320.261
467.163	386.52
470.016	501.272
472.868	597.811
475.718	772.26
478.567	832.82
481.415	985.7
484.26	1002.69
487.105	933.351
489.949	798.64
492.79	715.764
495.631	614.339
498.471	538.18
501.308	509.366
504.145	434.56
506.98	417.198
509.813	354.826
512.646	363.484
515.477	305.124
518.307	268.911
521.135	251.499
523.963	202.46
526.789	220.099
529.612	189.968
532.435	212.001
535.258	197.021
538.077	223.299
540.897	253.881
543.714	345.462
546.531	369.347
549.345	463.881
552.158	524.845
554.971	599.549
557.782	631.587
560.591	638.411
563.399	601.998
566.206	607.128
569.012	614.948
571.816	652.811
574.619	657.589
577.42	753.521
580.221	817.864
583.02	905.234
585.817	1132.42
588.613	1391.3
591.408	1669.75
594.201	2011.56
596.994	2238.74
599.784	2292.68
602.574	2273.47
605.362	1970.98
608.149	1580.19
610.935	1201.39
613.719	978.828
616.502	784.007
619.283	580.583
622.063	541.219
624.842	475.69
627.62	453.98
630.396	421.583
633.171	410.83
635.944	357.145
638.717	317.38
641.488	309.831
644.257	254.435
647.026	258.015
649.792	258.475
652.559	242.467
655.323	198.052
658.086	221.965
660.848	165.894
663.608	144.221
666.367	127.02
669.125	95.4897
671.881	57.3502
674.637	70.8809
677.391	71.4282
680.143	52.4335
682.895	58.8596
685.645	56.6576
688.393	35.6859
691.141	21.3815
693.887	35.8695
696.631	28.1038
699.375	40.2505
702.117	68.2373
704.858	35.7457
707.598	22.0914
710.336	42.0935
713.073	29.0961
715.808	21.6846
718.542	47.2202
721.276	87.9089
724.007	115.825
726.738	180.772
729.467	271.409
732.195	309.038
734.921	351.359
737.647	340.272
740.371	266.672
743.094	264.99
745.816	206.26
748.535	231.346
751.254	199.113
753.971	286.236
756.688	318.886
759.403	365.284
762.117	374.587
764.829	366.621
767.54	412.262
770.25	460.773
772.959	473.195
775.666	505.117
778.372	513.132
781.077	523.169
783.78	533.56
786.483	631.791
789.183	733.362
791.883	811.518
794.582	929.705
797.278	1178.72
799.974	1589.86
802.669	2225.87
805.363	3273.37
808.055	4609.07
810.745	5512.43
813.434	5453.2
816.122	4381.04
818.81	2793.74
821.495	1618.79
824.179	1105.67
826.863	897.293
829.544	770.846
832.225	767.414
834.904	746.029
837.582	780.464
840.259	803.353
842.935	789.851
845.609	731.746
848.282	677.8
850.954	638.62
853.624	654.559
856.293	597.785
858.962	598.129
861.629	534.578
864.294	527.647
866.958	503.918
869.621	481.93
872.283	463.96
874.943	459.871
877.602	466.382
880.26	449.306
882.917	429.491
885.573	403.219
888.227	391.654
890.879	398.106
893.531	404.811
896.182	438.175
898.831	465.48
901.479	507.701
904.126	583.643
906.771	591.07
909.415	642.496
912.058	607.886
914.7	636.672
917.341	669.902
919.98	601.152
922.618	623.848
925.255	596.536
927.89	616.356
930.524	646.652
933.157	674.288
935.789	665.416
938.419	711.46
941.049	751.525
943.677	802.837
946.304	924.035
948.93	1003.35
951.554	1077.94
954.178	1225.62
956.8	1361.91
959.421	1547.87
962.04	1796.2
964.659	1867.12
967.275	1946.12
969.891	1935.72
972.506	1878.46
975.119	1881.94
977.731	1946.71
980.342	1944.29
982.952	2067.31
985.56	2160.47
988.168	2139.77
990.774	2101.12
993.378	1981.28
995.982	1876.68
998.584	1586.71
1001.19	1275.68
1003.79	1030.67
1006.38	642.037
1008.98	385.188
1011.58	190.806
1014.17	128.074
1016.77	70.781
1019.36	19.0386
1021.95	19.0386
1024.54	27.5574
1027.13	19.0386
1029.72	31.5956
1032.3	45.2535
1034.89	19.0386
1037.47	33.3313
1040.06	35.6083
1042.64	19.0386
1045.22	19.0386
1047.8	39.6934
1050.38	19.0386
1052.95	19.0386
1055.53	48.4535
1058.1	119.371
1060.68	116.632
1063.25	149.574
1065.82	148.958
1068.39	142.379
1070.96	117.811
1073.53	141.332
1076.09	103.58
1078.66	94.6083
1081.22	116.316
1083.78	105.766
1086.35	154.159
1088.91	186.469
1091.46	192.348
1094.02	243.708
1096.58	249.81
1099.13	323.094
1101.69	303.702
1104.24	382.582
1106.79	422.787
1109.34	498.497
1111.89	560.487
1114.44	645.166
1116.99	650.077
1119.54	727.973
1122.08	744.833
1124.62	664.544
1127.17	667.479
1129.71	590.545
1132.25	502.802
1134.79	463.888
1137.32	457.461
1139.86	411.126
1142.4	415.91
1144.93	406.129
1147.46	458.804
1149.99	566.903
1152.52	591.329
1155.05	662.061
1157.58	660.2
1160.11	736.454
1162.63	674.926
1165.16	654.633
1167.68	662.451
1170.21	641.228
1172.73	674.104
1175.25	717.294
1177.77	809.059
1180.28	848.84
1182.8	889.456
1185.31	886.168
1187.83	858.766
1190.34	806.776
1192.85	799.62
1195.36	713.189
1197.87	660.223
1200.38	582.815
1202.89	606.75
1205.4	496.234
1207.9	470.352
1210.4	433.032
1212.91	414.85
1215.41	375.984
1217.91	357.89
1220.41	329.64
1222.9	353.88
1225.4	379.668
1227.9	393.19
1230.39	446.523
1232.88	414.412
1235.38	435.184
1237.87	458.744
1240.36	489.901
1242.85	425.975
1245.33	421.134
1247.82	352.128
1250.3	370.712
1252.79	311.739
1255.27	274.645
1257.75	206.608
1260.23	202.177
1262.71	138.053
1265.19	182.509
1267.67	174.967
1270.15	163.846
1272.62	194.892
1275.09	151.206
1277.57	165.161
1280.04	187.289
1282.51	189.602
1284.98	180.744
1287.45	181.563
1289.91	162.13
1292.38	162.721
1294.84	178.447
1297.31	159.011
1299.77	96.5096
1302.23	129.957
1304.69	140.48
1307.15	121.723
1309.61	149.691
1312.06	177.197
1314.52	179.479
1316.97	205.694
1319.43	257.617
1321.88	251.199
1324.33	293.259
1326.78	270.299
1329.23	258.983
1331.67	265.323
1334.12	245.267
1336.57	236.107
1339.01	185.472
1341.45	190.547
1343.9	158.28
1346.34	181.651
1348.78	163.648
1351.22	187.073
1353.65	133.512
1356.09	114.091
1358.52	132.873
1360.96	128.531
1363.39	136.069
1365.82	125.127
1368.25	116.099
1370.68	132.443
1373.11	118.32
1375.54	119.758
1377.96	110.279
1380.39	140.984
1382.81	151.021
1385.24	199.437
1387.66	231.205
1390.08	251.212
1392.5	246.575
1394.92	174.788
1397.33	187.752
1399.75	126.74
1402.17	97.5035
1404.58	73.532
1406.99	120.286
1409.41	91.0485
1411.81	120.513
1414.22	157.921
1416.63	222.107
1419.04	256.086
1421.45	300.893
1423.85	444.972
1426.26	560.276
1428.66	678.886
1431.06	933.422
1433.46	1021.92
1435.86	1259
1438.26	1493.6
1440.66	1695.71
1443.05	1950.56
1445.45	2177.39
1447.84	2428.3
1450.24	2520.66
1452.63	2614.07
1455.02	2529.9
1457.41	2411.52
1459.8	2295.06
1462.18	2173.8
1464.57	1910.47
